Qual comando SQL é utilizado para buscar e consultar informações em um banco de dados sem modificá-las?	SELECT
Qual operador SQL é usado após a cláusula WHERE para comparação de sequências de caracteres (strings)?	LIKE
O que o caractere curinga '%' representa quando utilizado com o operador LIKE?	Qualquer sequência de 0 ou mais caracteres
O que o caractere curinga '_' representa quando utilizado com o operador LIKE?	Qualquer caractere único
Qual a diferença principal entre os operadores LIKE e ILIKE em bancos de dados como o PostgreSQL?	O LIKE é case sensitive (diferencia maiúsculas de minúsculas) e o ILIKE não é case sensitive
Onde as funções agregadas (como AVG, SUM, COUNT) devem ser colocadas obrigatoriamente em uma instrução SQL?	Entre as cláusulas SELECT e FROM
Qual função agregada é utilizada para calcular a média de um determinado campo?	AVG()
Qual função agregada é utilizada para retornar o maior valor de uma coluna?	MAX()
Qual função agregada é utilizada para retornar o menor valor de uma coluna?	MIN()
Qual função agregada é utilizada para somar os valores de uma coluna numérica?	SUM()
Qual função agregada é utilizada para contar a quantidade de registros em uma tabela ou coluna?	COUNT()
Em uma consulta SQL que utiliza funções agregadas junto com outras colunas, o que deve ser feito com essas outras colunas?	Elas devem fazer parte da cláusula GROUP BY
Qual função de data e hora retorna simultaneamente a data e a hora atual do sistema?	NOW()
Qual função extrai apenas a parte da data (sem a hora) de um timestamp?	DATE()
Qual função é utilizada para calcular a diferença exata entre duas datas?	AGE()
Qual função SQL é utilizada para extrair partes específicas de uma data, como ano, mês ou dia?	EXTRACT()
Qual operador é utilizado para fazer a concatenação de strings e textos em SQL (ex: unir nome e cidade)?	|| (duplo pipe)
Qual função retorna o número de caracteres de uma string?	LENGTH()
Qual função converte todos os caracteres de uma string para letras minúsculas?	LOWER()
Qual função converte todos os caracteres de uma string para letras maiúsculas?	UPPER()
Qual função retorna o código ASCII correspondente ao primeiro caractere de uma string?	ASCII()
Qual cláusula é utilizada em consultas SQL para ordenar o resultado com base em uma ou mais colunas?	ORDER BY
Qual cláusula é utilizada para filtrar registros com base em uma condição lógica antes de qualquer agrupamento?	WHERE
Qual operador lógico é usado para garantir que múltiplas condições sejam atendidas simultaneamente em um filtro?	AND
Qual operador lógico é usado para retornar registros se pelo menos uma das condições for verdadeira?	OR
Qual comando ou cláusula é utilizado para retornar apenas valores únicos, eliminando duplicatas em uma consulta?	DISTINCT
Qual operador SQL é utilizado para filtrar valores dentro de um intervalo específico (inclusivo)?	BETWEEN
Qual operador é usado para verificar se um valor corresponde a qualquer elemento de uma lista ou conjunto fornecido?	IN
Na modelagem relacional, qual tipo de restrição (constraint) garante a integridade referencial entre duas tabelas?	FOREIGN KEY (Chave Estrangeira)
